Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Max Year Code
130,'454,Malawi,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2641,E,,20212023
130,'454,Malawi,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2615,E,Imputed value,2023
130,'454,Malawi,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,1703.6,X,,2022
133,'466,Mali,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,9.6,E,,20212023
133,'466,Mali,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,19.6,A,Official estimate,20212023
133,'466,Mali,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,17.7,A,Official estimate,20212023
133,'466,Mali,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,21.4,A,Official estimate,20212023
133,'466,Mali,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,20.4,A,Official estimate,20212023
133,'466,Mali,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,18.5,A,Official estimate,20212023
133,'466,Mali,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,22.3,A,Official estimate,20212023
133,'466,Mali,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,127,E,,20212023
133,'466,Mali,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,73,E,,20202022
133,'466,Mali,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,75.7,E,,20202022
133,'466,Mali,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,10.3,E,,20202022
133,'466,Mali,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2002,2002,km,0.1,X,,2002
133,'466,Mali,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,23.8,X,,2022
133,'466,Mali,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,10.6,X,,2022
133,'466,Mali,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,30,E,,2023
133,'466,Mali,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-2.48,X,,2022
133,'466,Mali,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,19,E,,20202022
133,'466,Mali,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.3,E,,20202022
133,'466,Mali,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,7.1,E,,20202022
133,'466,Mali,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,2.7,A,Official estimate,20212023
133,'466,Mali,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,1.9,A,Official estimate,20212023
133,'466,Mali,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,3.4,A,Official estimate,20212023
133,'466,Mali,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,2.6,A,Official estimate,20212023
133,'466,Mali,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,1.9,A,Official estimate,20212023
133,'466,Mali,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,3.4,A,Official estimate,20212023
133,'466,Mali,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2,X,,2022
133,'466,Mali,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,11.4,X,,2022
133,'466,Mali,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,1.2,X,,2022
133,'466,Mali,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,59,X,,2019
133,'466,Mali,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,49.8,X,,2022
133,'466,Mali,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,16,X,,2022
133,'466,Mali,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,84,X,,2022
133,'466,Mali,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,50,X,,2022
133,'466,Mali,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,,X,,2020
133,'466,Mali,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1715,E,,2023
133,'466,Mali,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2206,E,,2023
133,'466,Mali,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.35,E,,2023
133,'466,Mali,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.36,E,,2023
133,'466,Mali,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,47.3,E,,20202022
133,'466,Mali,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2788,E,,20212023
133,'466,Mali,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2797,E,Imputed value,2023
133,'466,Mali,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,2413,X,,2022
138,'484,Mexico,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,3.1,E,,20212023
138,'484,Mexico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,24.3,A,Official estimate,20212023
138,'484,Mexico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,23.6,A,Official estimate,20212023
138,'484,Mexico,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,25.1,A,Official estimate,20212023
138,'484,Mexico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,17.1,A,Official estimate,20212023
138,'484,Mexico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,16.4,A,Official estimate,20212023
138,'484,Mexico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,17.7,A,Official estimate,20212023
138,'484,Mexico,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,137,E,,20212023
138,'484,Mexico,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,42,E,,20202022
138,'484,Mexico,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,99.4,E,,20202022
138,'484,Mexico,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,56,E,,20202022
138,'484,Mexico,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,12.6,X,,2022
138,'484,Mexico,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,1,X,,2022
138,'484,Mexico,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,21,E,,2023
138,'484,Mexico,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.69,X,,2022
138,'484,Mexico,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,5,E,,20202022
138,'484,Mexico,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,3.8,E,,20202022
138,'484,Mexico,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,37.6,E,,20202022
138,'484,Mexico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,3.6,A,Official estimate,20212023
138,'484,Mexico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,3.3,A,Official estimate,20212023
138,'484,Mexico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,3.9,A,Official estimate,20212023
138,'484,Mexico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,2.4,A,Official estimate,20212023
138,'484,Mexico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,2.2,A,Official estimate,20212023
138,'484,Mexico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,2.7,A,Official estimate,20212023
138,'484,Mexico,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,6.9,X,,2022
138,'484,Mexico,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,36,X,,2022
138,'484,Mexico,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,32.3,X,,2022
138,'484,Mexico,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,15.3,X,,2019
138,'484,Mexico,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
138,'484,Mexico,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,43,X,,2022
138,'484,Mexico,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,62,X,,2022
138,'484,Mexico,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,99,X,,2022
138,'484,Mexico,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,92,X,,2022
138,'484,Mexico,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,10.2,X,,2020
138,'484,Mexico,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1862,E,,2023
138,'484,Mexico,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2412,E,,2023
138,'484,Mexico,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.28,E,,2023
138,'484,Mexico,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.74,E,,2023
138,'484,Mexico,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,106.6,E,,20202022
138,'484,Mexico,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,3294,E,,20212023
138,'484,Mexico,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,3313,E,Imputed value,2023
138,'484,Mexico,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,21809.6,X,,2022
158,'562,Niger,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,13.3,E,,20212023
158,'562,Niger,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,50.8,A,Official estimate,20212023
158,'562,Niger,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,49.2,A,Official estimate,20212023
158,'562,Niger,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,52.4,A,Official estimate,20212023
158,'562,Niger,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,49.8,A,Official estimate,20212023
158,'562,Niger,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,47.9,A,Official estimate,20212023
158,'562,Niger,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,51.8,A,Official estimate,20212023
158,'562,Niger,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,121,E,,20212023
158,'562,Niger,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,57,E,,20202022
158,'562,Niger,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,88.2,E,,20202022
158,'562,Niger,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,9.8,E,,20202022
158,'562,Niger,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,47.4,X,,2022
158,'562,Niger,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,10.9,X,,2022
158,'562,Niger,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,63,E,,2023
158,'562,Niger,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-1.47,X,,2022
158,'562,Niger,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,69,E,,20202022
158,'562,Niger,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.2,E,,20202022
158,'562,Niger,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,24.6,E,,20202022
158,'562,Niger,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,7.6,A,Official estimate,20212023
158,'562,Niger,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,7.2,A,Official estimate,20212023
158,'562,Niger,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,8,A,Official estimate,20212023
158,'562,Niger,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,7.3,A,Official estimate,20212023
158,'562,Niger,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,6.9,A,Official estimate,20212023
158,'562,Niger,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,7.8,A,Official estimate,20212023
158,'562,Niger,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2.7,X,,2022
158,'562,Niger,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,6,X,,2022
158,'562,Niger,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.7,X,,2022
158,'562,Niger,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,49.5,X,,2019
158,'562,Niger,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,24.5,X,,2022
158,'562,Niger,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,8,X,,2022
158,'562,Niger,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,49,X,,2022
158,'562,Niger,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,16,X,,2022
158,'562,Niger,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,,X,,2020
158,'562,Niger,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1672,E,,2023
158,'562,Niger,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2148,E,,2023
158,'562,Niger,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.34,E,,2023
158,'562,Niger,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.12,E,,2023
158,'562,Niger,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,57.3,E,,20202022
158,'562,Niger,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2591,E,,20212023
158,'562,Niger,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2630,E,Imputed value,2023
158,'562,Niger,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,1652.7,X,,2022
159,'566,Nigeria,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,18,E,,20212023
159,'566,Nigeria,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,74.1,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,72,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,76.2,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,73.6,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,71.7,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,75.6,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,113,E,,20212023
159,'566,Nigeria,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,65,E,,20202022
159,'566,Nigeria,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,59.7,E,,20202022
159,'566,Nigeria,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,7.2,E,,20202022
159,'566,Nigeria,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2015,2015,km,0.4,X,,2015
159,'566,Nigeria,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,34.2,X,,2022
159,'566,Nigeria,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
159,'566,Nigeria,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,17,E,,2023
159,'566,Nigeria,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-1.8,X,,2022
159,'566,Nigeria,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,11,E,,20202022
159,'566,Nigeria,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.4,E,,20202022
159,'566,Nigeria,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,17.8,E,,20202022
159,'566,Nigeria,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,22.6,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,21.1,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,24.1,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,22.6,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,21.2,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,23.9,A,Official estimate integrated with FAO data,20212023
159,'566,Nigeria,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2.2,X,,2022
159,'566,Nigeria,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,12.4,X,,2022
159,'566,Nigeria,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,13.6,X,,2022
159,'566,Nigeria,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,55.1,X,,2019
159,'566,Nigeria,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
159,'566,Nigeria,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,29,X,,2022
159,'566,Nigeria,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,32,X,,2022
159,'566,Nigeria,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,80,X,,2022
159,'566,Nigeria,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,47,X,,2022
159,'566,Nigeria,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,,X,,2020
159,'566,Nigeria,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1719,E,,2023
159,'566,Nigeria,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2214,E,,2023
159,'566,Nigeria,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.33,E,,2023
159,'566,Nigeria,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.37,E,,2023
159,'566,Nigeria,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,57.7,E,,20202022
159,'566,Nigeria,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2504,E,,20212023
159,'566,Nigeria,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2469,E,Imputed value,2023
159,'566,Nigeria,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,5670,X,,2022
165,'586,Pakistan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,20.7,E,,20212023
165,'586,Pakistan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,55.2,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,52.3,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,58.1,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,34.5,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,31.7,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,37.3,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,109,E,,20212023
165,'586,Pakistan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,47,E,,20202022
165,'586,Pakistan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,70.5,E,,20202022
165,'586,Pakistan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,29.5,E,,20202022
165,'586,Pakistan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2019,2019,km,1,X,,2019
165,'586,Pakistan,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,34,X,,2022
165,'586,Pakistan,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
165,'586,Pakistan,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,19,E,,2023
165,'586,Pakistan,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-1.9,X,,2022
165,'586,Pakistan,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,31,E,,20202022
165,'586,Pakistan,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,25.9,E,,20202022
165,'586,Pakistan,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,-9.5,E,,20202022
165,'586,Pakistan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,23.3,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,20.7,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,26,A,Official estimate integrated with FAO data,20212023
165,'586,Pakistan,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,6.9,A,Official estimate integrated with FAO data,20212023
