Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Note,Area,Year Code,Max Year Code
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,19,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3309,Magnesium apparent intake,6209A,Average,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,33,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,24,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,42,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,16,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,12,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,8,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,10,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,14,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,20,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,14,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,20,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3309,Magnesium apparent intake,6209A,Average,mg/cap/d,19,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3309,Magnesium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,12,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3309,Magnesium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,27,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,994,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,693,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,1295,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,943,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,173,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,144,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,201,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,24,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,19,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,28,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,8,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,175,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,116,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,234,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,25,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,16,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,34,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,10,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,17,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,284,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,209,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,360,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,26,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,16,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,37,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,18,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,26,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,16,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,37,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,51,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,35,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,66,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,74,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,45,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,102,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3310,Phosphorus apparent intake,6209A,Average,mg/cap/d,103,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3310,Phosphorus apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,61,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3310,Phosphorus apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,145,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3311,Potassium apparent intake,6209A,Average,mg/cap/d,1976,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,1335,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,2617,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3311,Potassium apparent intake,6209A,Average,mg/cap/d,1869,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3311,Potassium apparent intake,6209A,Average,mg/cap/d,227,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,191,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,264,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3311,Potassium apparent intake,6209A,Average,mg/cap/d,235,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,189,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,280,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3311,Potassium apparent intake,6209A,Average,mg/cap/d,12,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,18,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3311,Potassium apparent intake,6209A,Average,mg/cap/d,154,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,114,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,194,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3311,Potassium apparent intake,6209A,Average,mg/cap/d,17,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,11,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,24,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3311,Potassium apparent intake,6209A,Average,mg/cap/d,15,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3311,Potassium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3311,Potassium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,25,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
