Area,Food Group Indicator,Unit,Value
Guinea-Bissau,Vitamin C apparent intake of Meat and meat products,mg/cap/d,0.0
Guinea-Bissau,Vitamin C apparent intake of Vegetables and their products,mg/cap/d,13.0
Guinea-Bissau,Vitamin C apparent intake of Fruits and their products,mg/cap/d,13.0
Guinea-Bissau,Vitamin C apparent intake of Fats and oils,mg/cap/d,0.0
Guinea-Bissau,Vitamin C apparent intake of Sweets and sugars,mg/cap/d,0.0
Guinea-Bissau,Vitamin C apparent intake of Spices and condiments,mg/cap/d,1.0
Guinea-Bissau,Vitamin C apparent intake of Beverages,mg/cap/d,6.0
Guinea-Bissau,Vitamin C apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Guinea-Bissau,Vitamin C apparent intake of Food additives,mg/cap/d,0.0
Guinea-Bissau,Vitamin C apparent intake of Miscellaneous,mg/cap/d,4.0
Guinea-Bissau,Vitamin B12 apparent intake of All food groups,µg/cap/d,2.53
Guinea-Bissau,Vitamin B12 apparent intake of All food groups (excluding beverages),µg/cap/d,2.48
Guinea-Bissau,Vitamin B12 apparent intake of Cereals and their products,µg/cap/d,0.0
Guinea-Bissau,"Vitamin B12 apparent intake of Roots, tubers, plantains and their products",µg/cap/d,0.0
Guinea-Bissau,"Vitamin B12 apparent intake of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Guinea-Bissau,Vitamin B12 apparent intake of Milk and milk products,µg/cap/d,0.07
Guinea-Bissau,Vitamin B12 apparent intake of Eggs and their products,µg/cap/d,0.03
Guinea-Bissau,"Vitamin B12 apparent intake of Fish, shellfish and their products",µg/cap/d,1.47
Guinea-Bissau,Vitamin B12 apparent intake of Meat and meat products,µg/cap/d,0.45
Guinea-Bissau,Vitamin B12 apparent intake of Vegetables and their products,µg/cap/d,0.0
Guinea-Bissau,Vitamin B12 apparent intake of Fruits and their products,µg/cap/d,0.0
Guinea-Bissau,Vitamin B12 apparent intake of Fats and oils,µg/cap/d,0.0
Guinea-Bissau,Vitamin B12 apparent intake of Sweets and sugars,µg/cap/d,0.03
Guinea-Bissau,Vitamin B12 apparent intake of Spices and condiments,µg/cap/d,0.0
Guinea-Bissau,Vitamin B12 apparent intake of Beverages,µg/cap/d,0.05
Guinea-Bissau,Vitamin B12 apparent intake of Foods for particular nutritional uses,µg/cap/d,0.01
Guinea-Bissau,Vitamin B12 apparent intake of Food additives,µg/cap/d,0.0
Guinea-Bissau,Vitamin B12 apparent intake of Miscellaneous,µg/cap/d,0.43
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of All food groups,µg/cap/d,2239.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of All food groups (excluding beverages),µg/cap/d,2232.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Cereals and their products,µg/cap/d,1.0
Guinea-Bissau,"Vitamin A apparent intake (retinol equivalents) of Roots, tubers, plantains and their products",µg/cap/d,21.0
Guinea-Bissau,"Vitamin A apparent intake (retinol equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,742.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Milk and milk products,µg/cap/d,12.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Eggs and their products,µg/cap/d,2.0
Guinea-Bissau,"Vitamin A apparent intake (retinol equivalents) of Fish, shellfish and their products",µg/cap/d,29.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Meat and meat products,µg/cap/d,22.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Vegetables and their products,µg/cap/d,65.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Fruits and their products,µg/cap/d,78.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Fats and oils,µg/cap/d,1000.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Sweets and sugars,µg/cap/d,2.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Spices and condiments,µg/cap/d,10.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Beverages,µg/cap/d,7.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Foods for particular nutritional uses,µg/cap/d,1.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Food additives,µg/cap/d,0.0
Guinea-Bissau,Vitamin A apparent intake (retinol equivalents) of Miscellaneous,µg/cap/d,249.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of All food groups,µg/cap/d,1270.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of All food groups (excluding beverages),µg/cap/d,1265.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Cereals and their products,µg/cap/d,0.0
Guinea-Bissau,"Vitamin A apparent intake (retinol activity equivalents) of Roots, tubers, plantains and their products",µg/cap/d,10.0
Guinea-Bissau,"Vitamin A apparent intake (retinol activity equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,371.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Milk and milk products,µg/cap/d,12.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Eggs and their products,µg/cap/d,2.0
Guinea-Bissau,"Vitamin A apparent intake (retinol activity equivalents) of Fish, shellfish and their products",µg/cap/d,29.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Meat and meat products,µg/cap/d,22.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Vegetables and their products,µg/cap/d,32.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Fruits and their products,µg/cap/d,39.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Fats and oils,µg/cap/d,570.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Sweets and sugars,µg/cap/d,2.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Spices and condiments,µg/cap/d,5.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Beverages,µg/cap/d,5.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Foods for particular nutritional uses,µg/cap/d,1.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Food additives,µg/cap/d,0.0
Guinea-Bissau,Vitamin A apparent intake (retinol activity equivalents) of Miscellaneous,µg/cap/d,171.0
Guinea-Bissau,"Food, edible, apparent consumption of Cereals and their products",g/cap/d,312.1
Guinea-Bissau,"Food, edible, apparent consumption of Roots, tubers, plantains and their products",g/cap/d,9.5
Guinea-Bissau,"Food, edible, apparent consumption of Pulses, seeds and nuts and their products",g/cap/d,32.4
Guinea-Bissau,"Food, edible, apparent consumption of Milk and milk products",g/cap/d,10.0
Guinea-Bissau,"Food, edible, apparent consumption of Eggs and their products",g/cap/d,1.2
Guinea-Bissau,"Food, edible, apparent consumption of Fish, shellfish and their products",g/cap/d,30.6
Guinea-Bissau,"Food, edible, apparent consumption of Meat and meat products",g/cap/d,16.3
Guinea-Bissau,"Food, edible, apparent consumption of Vegetables and their products",g/cap/d,49.0
Guinea-Bissau,"Food, edible, apparent consumption of Fruits and their products",g/cap/d,33.5
Guinea-Bissau,"Food, edible, apparent consumption of Fats and oils",g/cap/d,23.6
Guinea-Bissau,"Food, edible, apparent consumption of Sweets and sugars",g/cap/d,24.6
Guinea-Bissau,"Food, edible, apparent consumption of Spices and condiments",g/cap/d,17.5
Guinea-Bissau,"Food, edible, apparent consumption of Beverages",g/cap/d,138.8
Guinea-Bissau,"Food, edible, apparent consumption of Foods for particular nutritional uses",g/cap/d,0.7
Guinea-Bissau,"Food, edible, apparent consumption of Food additives",g/cap/d,0.3
India,Energy apparent intake of All food groups,kcal/cap/d,2238.0
India,Energy apparent intake of All food groups (excluding beverages),kcal/cap/d,2218.0
India,Energy apparent intake of Cereals and their products,kcal/cap/d,1227.0
India,"Energy apparent intake of Roots, tubers, plantains and their products",kcal/cap/d,38.0
India,"Energy apparent intake of Pulses, seeds and nuts and their products",kcal/cap/d,133.0
India,Energy apparent intake of Milk and milk products,kcal/cap/d,91.0
India,Energy apparent intake of Eggs and their products,kcal/cap/d,7.0
India,"Energy apparent intake of Fish, shellfish and their products",kcal/cap/d,6.0
India,Energy apparent intake of Meat and meat products,kcal/cap/d,13.0
India,Energy apparent intake of Vegetables and their products,kcal/cap/d,54.0
India,Energy apparent intake of Fruits and their products,kcal/cap/d,25.0
India,Energy apparent intake of Fats and oils,kcal/cap/d,225.0
India,Energy apparent intake of Sweets and sugars,kcal/cap/d,106.0
India,Energy apparent intake of Spices and condiments,kcal/cap/d,36.0
India,Energy apparent intake of Beverages,kcal/cap/d,20.0
India,Energy apparent intake of Foods for particular nutritional uses,kcal/cap/d,0.0
India,Energy apparent intake of Savoury snacks,kcal/cap/d,14.0
India,Energy apparent intake of Miscellaneous,kcal/cap/d,243.0
India,Protein apparent intake of All food groups,g/cap/d,58.4
India,Protein apparent intake of All food groups (excluding beverages),g/cap/d,58.2
India,Protein apparent intake of Cereals and their products,g/cap/d,31.9
India,"Protein apparent intake of Roots, tubers, plantains and their products",g/cap/d,0.8
India,"Protein apparent intake of Pulses, seeds and nuts and their products",g/cap/d,6.6
India,Protein apparent intake of Milk and milk products,g/cap/d,5.0
India,Protein apparent intake of Eggs and their products,g/cap/d,0.6
India,"Protein apparent intake of Fish, shellfish and their products",g/cap/d,1.0
India,Protein apparent intake of Meat and meat products,g/cap/d,1.5
India,Protein apparent intake of Vegetables and their products,g/cap/d,2.9
India,Protein apparent intake of Fruits and their products,g/cap/d,0.3
India,Protein apparent intake of Fats and oils,g/cap/d,0.0
India,Protein apparent intake of Sweets and sugars,g/cap/d,0.0
India,Protein apparent intake of Spices and condiments,g/cap/d,1.3
India,Protein apparent intake of Beverages,g/cap/d,0.2
India,Protein apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
India,Protein apparent intake of Savoury snacks,g/cap/d,0.2
India,Protein apparent intake of Miscellaneous,g/cap/d,6.2
India,Fat apparent intake of All food groups,g/cap/d,47.6
India,Fat apparent intake of All food groups (excluding beverages),g/cap/d,47.5
India,Fat apparent intake of Cereals and their products,g/cap/d,4.0
India,"Fat apparent intake of Roots, tubers, plantains and their products",g/cap/d,0.1
India,"Fat apparent intake of Pulses, seeds and nuts and their products",g/cap/d,4.8
India,Fat apparent intake of Milk and milk products,g/cap/d,4.6
India,Fat apparent intake of Eggs and their products,g/cap/d,0.5
India,"Fat apparent intake of Fish, shellfish and their products",g/cap/d,0.2
India,Fat apparent intake of Meat and meat products,g/cap/d,0.8
India,Fat apparent intake of Vegetables and their products,g/cap/d,0.5
India,Fat apparent intake of Fruits and their products,g/cap/d,0.1
India,Fat apparent intake of Fats and oils,g/cap/d,25.0
India,Fat apparent intake of Sweets and sugars,g/cap/d,0.0
India,Fat apparent intake of Spices and condiments,g/cap/d,1.0
India,Fat apparent intake of Beverages,g/cap/d,0.1
India,Fat apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
India,Fat apparent intake of Savoury snacks,g/cap/d,0.6
India,Fat apparent intake of Miscellaneous,g/cap/d,5.3
India,Carbohydrate (available) apparent intake of All food groups,g/cap/d,369.5
India,Carbohydrate (available) apparent intake of All food groups (excluding beverages),g/cap/d,367.1
India,Carbohydrate (available) apparent intake of Cereals and their products,g/cap/d,253.3
India,"Carbohydrate (available) apparent intake of Roots, tubers, plantains and their products",g/cap/d,7.9
India,"Carbohydrate (available) apparent intake of Pulses, seeds and nuts and their products",g/cap/d,13.5
India,Carbohydrate (available) apparent intake of Milk and milk products,g/cap/d,7.5
India,Carbohydrate (available) apparent intake of Eggs and their products,g/cap/d,0.0
India,"Carbohydrate (available) apparent intake of Fish, shellfish and their products",g/cap/d,0.0
India,Carbohydrate (available) apparent intake of Meat and meat products,g/cap/d,0.0
India,Carbohydrate (available) apparent intake of Vegetables and their products,g/cap/d,7.7
India,Carbohydrate (available) apparent intake of Fruits and their products,g/cap/d,5.2
India,Carbohydrate (available) apparent intake of Fats and oils,g/cap/d,0.0
India,Carbohydrate (available) apparent intake of Sweets and sugars,g/cap/d,26.4
India,Carbohydrate (available) apparent intake of Spices and condiments,g/cap/d,3.8
India,Carbohydrate (available) apparent intake of Beverages,g/cap/d,2.4
India,Carbohydrate (available) apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
India,Carbohydrate (available) apparent intake of Savoury snacks,g/cap/d,1.8
India,Carbohydrate (available) apparent intake of Miscellaneous,g/cap/d,40.1
India,Dietary Fibre apparent intake of All food groups,g/cap/d,43.4
India,Dietary Fibre apparent intake of All food groups (excluding beverages),g/cap/d,43.3
India,Dietary Fibre apparent intake of Cereals and their products,g/cap/d,24.3
India,"Dietary Fibre apparent intake of Roots, tubers, plantains and their products",g/cap/d,1.1
India,"Dietary Fibre apparent intake of Pulses, seeds and nuts and their products",g/cap/d,5.1
India,Dietary Fibre apparent intake of Milk and milk products,g/cap/d,0.0
India,Dietary Fibre apparent intake of Eggs and their products,g/cap/d,0.0
India,"Dietary Fibre apparent intake of Fish, shellfish and their products",g/cap/d,0.0
India,Dietary Fibre apparent intake of Meat and meat products,g/cap/d,0.0
India,Dietary Fibre apparent intake of Vegetables and their products,g/cap/d,4.2
India,Dietary Fibre apparent intake of Fruits and their products,g/cap/d,0.8
India,Dietary Fibre apparent intake of Fats and oils,g/cap/d,0.0
India,Dietary Fibre apparent intake of Sweets and sugars,g/cap/d,0.0
India,Dietary Fibre apparent intake of Spices and condiments,g/cap/d,3.1
India,Dietary Fibre apparent intake of Beverages,g/cap/d,0.1
India,Dietary Fibre apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
India,Dietary Fibre apparent intake of Savoury snacks,g/cap/d,0.1
India,Dietary Fibre apparent intake of Miscellaneous,g/cap/d,4.5
India,Calcium apparent intake of All food groups,mg/cap/d,487.0
India,Calcium apparent intake of All food groups (excluding beverages),mg/cap/d,480.0
India,Calcium apparent intake of Cereals and their products,mg/cap/d,74.0
India,"Calcium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,6.0
India,"Calcium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,25.0
India,Calcium apparent intake of Milk and milk products,mg/cap/d,179.0
India,Calcium apparent intake of Eggs and their products,mg/cap/d,2.0
India,"Calcium apparent intake of Fish, shellfish and their products",mg/cap/d,3.0
India,Calcium apparent intake of Meat and meat products,mg/cap/d,1.0
India,Calcium apparent intake of Vegetables and their products,mg/cap/d,83.0
India,Calcium apparent intake of Fruits and their products,mg/cap/d,5.0
India,Calcium apparent intake of Fats and oils,mg/cap/d,0.0
India,Calcium apparent intake of Sweets and sugars,mg/cap/d,5.0
India,Calcium apparent intake of Spices and condiments,mg/cap/d,41.0
India,Calcium apparent intake of Beverages,mg/cap/d,7.0
India,Calcium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Calcium apparent intake of Savoury snacks,mg/cap/d,2.0
India,Calcium apparent intake of Miscellaneous,mg/cap/d,53.0
India,Iron apparent intake of All food groups,mg/cap/d,16.4
India,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,16.3
India,Iron apparent intake of Cereals and their products,mg/cap/d,8.5
India,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.3
India,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.6
India,Iron apparent intake of Milk and milk products,mg/cap/d,0.2
India,Iron apparent intake of Eggs and their products,mg/cap/d,0.1
India,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
India,Iron apparent intake of Meat and meat products,mg/cap/d,0.1
India,Iron apparent intake of Vegetables and their products,mg/cap/d,1.6
India,Iron apparent intake of Fruits and their products,mg/cap/d,0.1
India,Iron apparent intake of Fats and oils,mg/cap/d,0.0
India,Iron apparent intake of Sweets and sugars,mg/cap/d,0.1
India,Iron apparent intake of Spices and condiments,mg/cap/d,1.9
India,Iron apparent intake of Beverages,mg/cap/d,0.1
India,Iron apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Iron apparent intake of Savoury snacks,mg/cap/d,0.0
India,Iron apparent intake of Miscellaneous,mg/cap/d,1.7
India,Zinc apparent intake of All food groups,mg/cap/d,10.78
India,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,10.75
India,Zinc apparent intake of Cereals and their products,mg/cap/d,6.74
India,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.15
India,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.94
India,Zinc apparent intake of Milk and milk products,mg/cap/d,0.58
India,Zinc apparent intake of Eggs and their products,mg/cap/d,0.05
India,"Zinc apparent intake of Fish, shellfish and their products",mg/cap/d,0.04
India,Zinc apparent intake of Meat and meat products,mg/cap/d,0.18
India,Zinc apparent intake of Vegetables and their products,mg/cap/d,0.51
India,Zinc apparent intake of Fruits and their products,mg/cap/d,0.04
India,Zinc apparent intake of Fats and oils,mg/cap/d,0.0
India,Zinc apparent intake of Sweets and sugars,mg/cap/d,0.03
India,Zinc apparent intake of Spices and condiments,mg/cap/d,0.33
India,Zinc apparent intake of Beverages,mg/cap/d,0.03
India,Zinc apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Zinc apparent intake of Savoury snacks,mg/cap/d,0.03
India,Zinc apparent intake of Miscellaneous,mg/cap/d,1.13
India,Magnesium apparent intake of All food groups,mg/cap/d,484.0
India,Magnesium apparent intake of All food groups (excluding beverages),mg/cap/d,482.0
India,Magnesium apparent intake of Cereals and their products,mg/cap/d,265.0
India,"Magnesium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,13.0
India,"Magnesium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,47.0
India,Magnesium apparent intake of Milk and milk products,mg/cap/d,16.0
India,Magnesium apparent intake of Eggs and their products,mg/cap/d,1.0
India,"Magnesium apparent intake of Fish, shellfish and their products",mg/cap/d,2.0
India,Magnesium apparent intake of Meat and meat products,mg/cap/d,2.0
India,Magnesium apparent intake of Vegetables and their products,mg/cap/d,46.0
India,Magnesium apparent intake of Fruits and their products,mg/cap/d,7.0
India,Magnesium apparent intake of Fats and oils,mg/cap/d,0.0
India,Magnesium apparent intake of Sweets and sugars,mg/cap/d,3.0
India,Magnesium apparent intake of Spices and condiments,mg/cap/d,27.0
India,Magnesium apparent intake of Beverages,mg/cap/d,2.0
India,Magnesium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Magnesium apparent intake of Savoury snacks,mg/cap/d,2.0
India,Magnesium apparent intake of Miscellaneous,mg/cap/d,51.0
India,Phosphorus apparent intake of All food groups,mg/cap/d,1302.0
India,Phosphorus apparent intake of All food groups (excluding beverages),mg/cap/d,1297.0
India,Phosphorus apparent intake of Cereals and their products,mg/cap/d,751.0
India,"Phosphorus apparent intake of Roots, tubers, plantains and their products",mg/cap/d,19.0
India,"Phosphorus apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,105.0
India,Phosphorus apparent intake of Milk and milk products,mg/cap/d,147.0
India,Phosphorus apparent intake of Eggs and their products,mg/cap/d,9.0
India,"Phosphorus apparent intake of Fish, shellfish and their products",mg/cap/d,11.0
India,Phosphorus apparent intake of Meat and meat products,mg/cap/d,16.0
India,Phosphorus apparent intake of Vegetables and their products,mg/cap/d,57.0
India,Phosphorus apparent intake of Fruits and their products,mg/cap/d,7.0
India,Phosphorus apparent intake of Fats and oils,mg/cap/d,0.0
India,Phosphorus apparent intake of Sweets and sugars,mg/cap/d,2.0
India,Phosphorus apparent intake of Spices and condiments,mg/cap/d,31.0
India,Phosphorus apparent intake of Beverages,mg/cap/d,5.0
India,Phosphorus apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Phosphorus apparent intake of Savoury snacks,mg/cap/d,5.0
India,Phosphorus apparent intake of Miscellaneous,mg/cap/d,138.0
India,Potassium apparent intake of All food groups,mg/cap/d,2529.0
India,Potassium apparent intake of All food groups (excluding beverages),mg/cap/d,2506.0
India,Potassium apparent intake of Cereals and their products,mg/cap/d,755.0
India,"Potassium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,242.0
India,"Potassium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,328.0
India,Potassium apparent intake of Milk and milk products,mg/cap/d,196.0
India,Potassium apparent intake of Eggs and their products,mg/cap/d,6.0
India,"Potassium apparent intake of Fish, shellfish and their products",mg/cap/d,15.0
India,Potassium apparent intake of Meat and meat products,mg/cap/d,24.0
India,Potassium apparent intake of Vegetables and their products,mg/cap/d,364.0
India,Potassium apparent intake of Fruits and their products,mg/cap/d,84.0
India,Potassium apparent intake of Fats and oils,mg/cap/d,0.0
India,Potassium apparent intake of Sweets and sugars,mg/cap/d,8.0
India,Potassium apparent intake of Spices and condiments,mg/cap/d,192.0
India,Potassium apparent intake of Beverages,mg/cap/d,23.0
India,Potassium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Potassium apparent intake of Savoury snacks,mg/cap/d,13.0
India,Potassium apparent intake of Miscellaneous,mg/cap/d,279.0
India,Thiamin apparent intake of All food groups,mg/cap/d,1.39
India,Thiamin apparent intake of All food groups (excluding beverages),mg/cap/d,1.39
India,Thiamin apparent intake of Cereals and their products,mg/cap/d,0.86
India,"Thiamin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.03
India,"Thiamin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.13
India,Thiamin apparent intake of Milk and milk products,mg/cap/d,0.06
India,Thiamin apparent intake of Eggs and their products,mg/cap/d,0.0
India,"Thiamin apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
India,Thiamin apparent intake of Meat and meat products,mg/cap/d,0.01
India,Thiamin apparent intake of Vegetables and their products,mg/cap/d,0.09
India,Thiamin apparent intake of Fruits and their products,mg/cap/d,0.01
India,Thiamin apparent intake of Fats and oils,mg/cap/d,0.0
India,Thiamin apparent intake of Sweets and sugars,mg/cap/d,0.0
India,Thiamin apparent intake of Spices and condiments,mg/cap/d,0.04
India,Thiamin apparent intake of Beverages,mg/cap/d,0.0
India,Thiamin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Thiamin apparent intake of Savoury snacks,mg/cap/d,0.01
India,Thiamin apparent intake of Miscellaneous,mg/cap/d,0.15
India,Riboflavin apparent intake of All food groups,mg/cap/d,0.92
India,Riboflavin apparent intake of All food groups (excluding beverages),mg/cap/d,0.91
India,Riboflavin apparent intake of Cereals and their products,mg/cap/d,0.34
India,"Riboflavin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.01
India,"Riboflavin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.05
India,Riboflavin apparent intake of Milk and milk products,mg/cap/d,0.27
India,Riboflavin apparent intake of Eggs and their products,mg/cap/d,0.01
India,"Riboflavin apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
India,Riboflavin apparent intake of Meat and meat products,mg/cap/d,0.01
India,Riboflavin apparent intake of Vegetables and their products,mg/cap/d,0.09
India,Riboflavin apparent intake of Fruits and their products,mg/cap/d,0.01
India,Riboflavin apparent intake of Fats and oils,mg/cap/d,0.0
India,Riboflavin apparent intake of Sweets and sugars,mg/cap/d,0.0
India,Riboflavin apparent intake of Spices and condiments,mg/cap/d,0.03
India,Riboflavin apparent intake of Beverages,mg/cap/d,0.01
India,Riboflavin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Riboflavin apparent intake of Savoury snacks,mg/cap/d,0.0
India,Riboflavin apparent intake of Miscellaneous,mg/cap/d,0.1
India,Vitamin B6 apparent intake of All food groups,mg/cap/d,1.64
India,Vitamin B6 apparent intake of All food groups (excluding beverages),mg/cap/d,1.63
India,Vitamin B6 apparent intake of Cereals and their products,mg/cap/d,0.76
India,"Vitamin B6 apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.06
India,"Vitamin B6 apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.1
India,Vitamin B6 apparent intake of Milk and milk products,mg/cap/d,0.08
India,Vitamin B6 apparent intake of Eggs and their products,mg/cap/d,0.01
India,"Vitamin B6 apparent intake of Fish, shellfish and their products",mg/cap/d,0.01
India,Vitamin B6 apparent intake of Meat and meat products,mg/cap/d,0.03
India,Vitamin B6 apparent intake of Vegetables and their products,mg/cap/d,0.23
India,Vitamin B6 apparent intake of Fruits and their products,mg/cap/d,0.08
India,Vitamin B6 apparent intake of Fats and oils,mg/cap/d,0.0
India,Vitamin B6 apparent intake of Sweets and sugars,mg/cap/d,0.01
India,Vitamin B6 apparent intake of Spices and condiments,mg/cap/d,0.09
India,Vitamin B6 apparent intake of Beverages,mg/cap/d,0.01
India,Vitamin B6 apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
India,Vitamin B6 apparent intake of Savoury snacks,mg/cap/d,0.01
India,Vitamin B6 apparent intake of Miscellaneous,mg/cap/d,0.18
India,Vitamin A apparent intake (retinol equivalents) of All food groups,µg/cap/d,466.0
India,Vitamin A apparent intake (retinol equivalents) of All food groups (excluding beverages),µg/cap/d,465.0
India,Vitamin A apparent intake (retinol equivalents) of Cereals and their products,µg/cap/d,2.0
India,"Vitamin A apparent intake (retinol equivalents) of Roots, tubers, plantains and their products",µg/cap/d,24.0
India,"Vitamin A apparent intake (retinol equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,4.0
India,Vitamin A apparent intake (retinol equivalents) of Milk and milk products,µg/cap/d,56.0
India,Vitamin A apparent intake (retinol equivalents) of Eggs and their products,µg/cap/d,5.0
India,"Vitamin A apparent intake (retinol equivalents) of Fish, shellfish and their products",µg/cap/d,1.0
India,Vitamin A apparent intake (retinol equivalents) of Meat and meat products,µg/cap/d,1.0
India,Vitamin A apparent intake (retinol equivalents) of Vegetables and their products,µg/cap/d,260.0
India,Vitamin A apparent intake (retinol equivalents) of Fruits and their products,µg/cap/d,16.0
India,Vitamin A apparent intake (retinol equivalents) of Fats and oils,µg/cap/d,9.0
India,Vitamin A apparent intake (retinol equivalents) of Sweets and sugars,µg/cap/d,0.0
India,Vitamin A apparent intake (retinol equivalents) of Spices and condiments,µg/cap/d,38.0
India,Vitamin A apparent intake (retinol equivalents) of Beverages,µg/cap/d,1.0
India,Vitamin A apparent intake (retinol equivalents) of Foods for particular nutritional uses,µg/cap/d,0.0
India,Vitamin A apparent intake (retinol equivalents) of Savoury snacks,µg/cap/d,1.0
India,Vitamin A apparent intake (retinol equivalents) of Miscellaneous,µg/cap/d,47.0
India,Vitamin A apparent intake (retinol activity equivalents) of All food groups,µg/cap/d,273.0
India,Vitamin A apparent intake (retinol activity equivalents) of All food groups (excluding beverages),µg/cap/d,272.0
India,Vitamin A apparent intake (retinol activity equivalents) of Cereals and their products,µg/cap/d,0.0
India,"Vitamin A apparent intake (retinol activity equivalents) of Roots, tubers, plantains and their products",µg/cap/d,12.0
India,"Vitamin A apparent intake (retinol activity equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,2.0
India,Vitamin A apparent intake (retinol activity equivalents) of Milk and milk products,µg/cap/d,56.0
India,Vitamin A apparent intake (retinol activity equivalents) of Eggs and their products,µg/cap/d,5.0
India,"Vitamin A apparent intake (retinol activity equivalents) of Fish, shellfish and their products",µg/cap/d,1.0
India,Vitamin A apparent intake (retinol activity equivalents) of Meat and meat products,µg/cap/d,1.0
India,Vitamin A apparent intake (retinol activity equivalents) of Vegetables and their products,µg/cap/d,130.0
India,Vitamin A apparent intake (retinol activity equivalents) of Fruits and their products,µg/cap/d,8.0
India,Vitamin A apparent intake (retinol activity equivalents) of Fats and oils,µg/cap/d,9.0
India,Vitamin A apparent intake (retinol activity equivalents) of Sweets and sugars,µg/cap/d,0.0
India,Vitamin A apparent intake (retinol activity equivalents) of Spices and condiments,µg/cap/d,19.0
